# ----------------------------------------
# Report CSV Export
# Account: Faro Blanco Resort and Marina
# Property: 12423 - Faro Blanco - Hotel - GA4
# ----------------------------------------
# Which channels drive the most conversions?
# Start date: 20220129
# End date: 20230129
Default channel group,Conversions
Organic Search,15238.71575
Paid Search,7970.363212
Direct,2999
Organic Social,1505.144646
Referral,1461.769686
Email,1044.508931
Paid Social,920.349988
Unassigned,242.53093
Display,167.555387
Cross-network,115.839248
Mobile Push Notifications,5.222222
Paid Other,1

#  


# 


# What touchpoints do customers take to convert?
# Start date: 20220129
# End date: 20230129
Default channel group,Conversions,Last click path attributed conversions
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Email"",""Email"",""Email"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Paid Search"",""Paid Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Email""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Email"",""Email"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Email"",""Email"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Organic Social"",""Organic Social""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Organic Search"",""Referral"",""Referral""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Referral"",""Email"",""Email"",""Email""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Unassigned"",""Unassigned"",""Unassigned"",""Organic Search"",""Unassigned"",""Unassigned"",""Unassigned"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Social"",""Organic Social"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Referral"",""Paid Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Referral"",""Paid Search"",""Paid Search"",""Paid Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Referral"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Paid Search"",""Paid Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Social"",""Organic Social""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral""]",1,NaN
